66846454421012400|0|“@gonun13: Finalmente Passos Coelho com tomates a dizer que Sócrates não tem perdão e que não governa com ele. Custou.” sondagens milagres

66879241798692800|-1|@AldaTelles mas o baradeizinho chamou 'democracia vibrante' a portugal. temo q tb ele tenha sido comprado pelo sócras.

66671741711302600|-1|@BlackTigerIII o Socrates disse ontem no 5pmn que é benfiquista!!OS MILHÕES DO FMI VAO TODOS PARA REFORÇAR O BENFICA NA PROXIMA EPOCA!hahaha

66838198495621100|-1|@bytoke se fosse despreendido, saia e deixava o lugar a outro candidato do ps. O q o fez mudar de posição?

66638948541272000|0|@filipelib Sócrates = Ancarrot? Isso é uma praia no Algarve?

66645718806437800|1|@helderlib Meu caro, não há alternativa a Sócrates. É simples.

66640981960830900|-1|@joaogomes o do socras

66621367109431200|-1|@manuelparreira Foi a Grécia, a Irlanda...a seguir a Espanha, a Itália, a Bélgica...sabes como é o efeito Sócrates?

66835750972436400|0|@manuelparreira não gosto do Louçã, mas este discurso trouxe questões importantes q deviam estar no centro do debate politico

66893785753321400|-1|@PauloQuerido o que penso é que metade do país está em estado de negação. E Sócrates alimenta o síndrome de que falo, ainda ontem

66884735602929600|0|@PauloQuerido parece-me exactamente o contrário, personalidades reconhecidas, quando dizem mal de Sócrates, são alvo de desconsideração.

66608450163048400|0|@pcirne @bossito basta olhar para o cabelo do outro' significa muito. nem jerónimo, nem portas, nem louçã... é inigualável'

66928435712360400|-1|@thiago_10, Sócrates, Dilma, Chavez, William e Kate, Zapatero, Sarkozy, Berlusconni, Fidel e Obama no Big Brother Política 1. Em breve.

66641720137359300|-1|@tiagopresley isso é conversa do Sócrates. Realmente os próximos 3 anos (futuro) é o presente, é Portugal a parar no tempo.

66932404727713700|0|#diarioeconomico Sócrates deve ser severamente punido nas eleições': 'Esta democracia não está a ser assaltada.... http://bit.ly/jLP3UF'

66866125669007300|0|#sapo Discurso do Louçã foi «positivo» mas insuficiente, diz Gil Garcia: esta voz crítica do… http://goo.gl/fb/qVLou

66838676059074500|0|#sapo Louçã convida eleitores do PS a votarem Bloco de Esquerda: últimas eleições, as… http://goo.gl/fb/AlZhI

66822442483593200|0|#VIIConvenção Francisco Louçã abre a convenção! http://lockerz.com/s/99503592

66926807252877300|-1|Albergue Espanhol: Igreja Universal do Reino de Sócrates: http://kapa.biz/klv

66615721458806700|-1|Alguém avise Sócrates que o PS está atrás do PSD na maior parte das sondagens. Quem o ouve falar parece que está vários pontos acima.

66883914425303000|0|As nossas elites andam tão descontroladas que qualquer um que apareça a dizer mal do Sócrates' é eleito à condição de Sábio.'

66831233807691700|-1|As palavras que saem da boca de Francisco Louçã todas juntas não fazem sentido nenhum.

66829751511289800|-1|com SÓCRATES... mesmo com trancos//barrancos -- &gt PORTUGAL avança//c´os ULTRALIBERAIS//KAPITAIS  GRANA' descansa em PARAÍSOS fiscais (?) né'

66853549425963000|0|Discurso do Louçã foi «positivo» mas insuficiente, diz Gil Garcia: O líder da Ruptura/FER, Gil Garcia, considero... http://bit.ly/mN7oi1

66646612935577600|-1|E sócrates não é alternativa. Essa é a grande branca. RT @G_L: @helderlib Meu caro, não há alternativa a Sócrates. É simples.

66616961974550500|0|embalsemar', 'o museu de ciência natural'. RT @andrecruzzz: Vamos todos ___________ o socrates para ___________'

66625587736887200|0|Estou a ver a RTP mobile e aquele não é o Sócrates, desculpem lá..

66789579948167100|-1|Estou a ver, hoje, Sócrates a convocar uma 'conferência de imprensa' para mostrar indignação pela capa do jornal i. #calimero

66627156834390000|-1|estou aqui a ouvir o Sócrates falar de política e da vida política... Coitadinho pá, n tem vida própria. E falar do país e do q fez de mal?

66833195227815900|-1|Eu votaria em Louçã se só o ouvisse 20 segundos em cada 3 minutos.

66844056252186600|0|eu voto na segunda RT @apombalivre: #apombalivre: antónio barreto é outro doentinho anti sócrates. ou então tem interesses na direita. #fmi

66835841351286700|-1|Finalmente Passos Coelho com tomates a dizer que Sócrates não tem perdão e que não governa com ele. Custou.

66581837039931300|0|Francisco Louçã em Viseu  9 de Maio - Segunda Feira - 21h30 - Solar dos Peixotos (Assembleia Municipal de Viseu)  Mais informações:...

66931442793451500|-1|I liked a @YouTube video http://youtu.be/NVC3ASR2ktQ?a Seriedade de José Sócrates (O Vaidoso) FAIL! - TVI [20

66926833937039300|-1|Igreja Universal do Reino de Sócrates::            Nas próximas eleições legislativas, os portugueses estão pera... http://bit.ly/lZahUi

66640360922816500|0|ja do PSD ng conhece trabalho... RT @jcaetanodias: Sócrates diz que os portugueses conhecem bem o trabalho d… (cont) http://deck.ly/~qHBXL

66626778889850800|0|José Sócrates em entrevista no programa  Nico à Noite' na RTP1.'

66741467552550900|-1|José Sócrates num país que é só imaginário - JN http://t.co/uoA9zQ0 via @AddThis

66846317040775100|0|Louçã diz que Sócrates conduziu o país à maior viragem à direita' http://bit.ly/mFzCZ0'

66833820938272700|0|Louçã: Sócrates fez “a maior viragem à direita” da história do PS http://publico.pt/1493133

66841680086700000|-1|Mas se fosse PM ainda chegaríamos + rápido RT @manuelparreira: Pode dizer-se tudo sobre Louçã mas não foi ele que levou o país à bancarrota.

66650154161278900|0|Mau Jesus, Mau Sócrates e do Bom Jornalismo* http://nblo.gs/hynPt

66629985825341400|-1|Medo das sondagens? RT @joaomiranda: O curso? RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

66628676682391500|-1|O curso? RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

66628718654787500|-1|O fato q ficou a meio na Bijan RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

66822097061675000|-1|o Louçã tb tem  música épica de introdução :O estou para a minha vida.

66830944639787000|1|o meu avô acabou de elogiar o discurso do Louçã.

66650283228401600|0|o Paulinho hoje ainda veio mais casual que o Sócrates! se houvesse mais programas o próximo político ia de fato de treino! #5meianoite

66622452398174200|0|O que Sócrates fez ao país não tem perdão' - Pedro Passos Coelho http://j.mp/lWm4to'

66876709873516500|-1|Os socialistas começam a gostar mais do Portas que do Louçã

66938098126295000|0|Para o PM Sócrates, com amor http://goo.gl/vsSZv #Portugal

66625037578407900|0|Para quem ama ou odeia Socrates, ver RTP1 agora.

66623119099576300|0|Paulinho das feiras come comunistas ao pequeno-almoço! Está em forma! Parece o Porto! curioso para o ver com o Sócrates!

66650755507044300|0|Paulo Portas com um berbicacho... ter de fazer parte de um governo liderado por Sócrates...

66625016359428000|-1|Por favor, não... dêem-nos descanso @FernandaFreitas Jose Socrates na RTP.

66605417979060200|0|Portas 1V 0E 0D 3p, Jerónimo 0V, 0E, 1D, 0p, Sócrates 0V, 0E, 0D, 0p, Coelho 0V, 0E, 0D, 0p, Louçã 0V, 0E, 0D, 0p.

66821441601019900|-1|Portugueses gostam mais do Sócrates que anuncia medidas inexistentes http://bit.ly/lHd5Qe

66933419946418100|1|Read my lips You can trust on Socrates!' http://bit.ly/jdbwzr'

66624843025620900|0|RT @amsguimaraes: RT @nunonsantos: O que Sócrates fez ao país não tem perdão' - Pedro Passos Coelho http://j.mp/lWm4to'

66666761625415600|0|RT @apombalivre: #apombalivre:Passos Coelho defende que Sócrates não tem perdão.Loool! E ele passos coelho, não tem programa ) #fmi bot ...

66935320691744700|-1|RT @ccz1: Sócrates: o político que trata o dinheiro como autênticos confettis!!! Essa é que essa!!

66896020642078700|0|RT @Dputamadre: @joaomiranda O @passoscoelho gosta mais do Louçã agora? ... ai ai o que disto sair já nem vai surpreender a gente. Só nó ...

66937470981373900|-1|RT @ebertchicago: Birthday of Socrates. There are no movies about him, and he's out of copyright. A great opportunity for Disney.

66624939482038200|0|RT @FernandaFreitas: Jose Socrates na RTP.

66628434469732300|-1|RT @filipelib RT @manuelparreira O curso,... RT @cgloureiro: Sócrates admite sair da política. Diz que tem coisas para fazer ou acabar.

